labels,path
femalesad,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-04-02-01-01-04.wav
femalesad,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-04-02-02-01-04.wav
femaledisgust,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-07-01-02-02-04.wav
femalefear,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-06-02-01-01-04.wav
femalehappy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-03-01-01-01-04.wav
femaledisgust,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-07-02-01-01-04.wav
femaleangry,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-05-01-01-01-04.wav
femalesurprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-08-02-01-02-04.wav
femalecalm,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-02-02-01-01-04.wav
femaledisgust,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-07-01-02-01-04.wav
femaledisgust,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-07-02-02-01-04.wav
femalesurprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-08-02-01-01-04.wav
femalecalm,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-02-01-02-01-04.wav
femalesad,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-04-02-01-02-04.wav
femalehappy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-03-01-02-02-04.wav
femaleangry,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-05-01-01-02-04.wav
femalehappy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-03-01-02-01-04.wav
femalehappy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-03-02-01-02-04.wav
femaleangry,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-05-01-02-01-04.wav
femaledisgust,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-07-02-02-02-04.wav
femaleangry,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-05-01-02-02-04.wav
femalefear,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-06-02-02-01-04.wav
femaleneutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-01-01-02-01-04.wav
femaleneutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-01-01-02-02-04.wav
malesurprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-08-01-02-02-05.wav
malesurprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-08-02-01-01-05.wav
maledisgust,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-07-02-02-01-05.wav
malefear,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-06-02-01-02-05.wav
malecalm,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-02-02-02-01-05.wav
malesurprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-08-01-01-01-05.wav
maleangry,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-05-02-02-02-05.wav
maledisgust,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-07-01-01-01-05.wav
maleangry,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-05-02-01-01-05.wav
maleangry,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-05-01-02-01-05.wav
maleangry,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-05-01-01-02-05.wav
malefear,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-06-01-01-01-05.wav
malesad,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-04-01-01-01-05.wav
malehappy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-03-01-02-01-05.wav
malesurprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-08-02-01-02-05.wav
malehappy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-03-02-01-01-05.wav
malesad,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-04-01-02-01-05.wav
malesad,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-04-02-02-02-05.wav
malesad,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-04-02-01-02-05.wav
malefear,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-06-01-02-01-05.wav
malecalm,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-02-02-01-01-05.wav
maleneutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-01-01-02-02-05.wav
malehappy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-03-01-01-01-05.wav
maleangry,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-05-01-01-01-05.wav
malecalm,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-02-01-01-01-05.wav
maledisgust,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-07-02-01-02-05.wav
maleneutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-01-01-01-01-05.wav
malecalm,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-02-01-02-02-05.wav
malefear,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-06-02-01-01-05.wav
malefear,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-06-02-02-01-05.wav
malesurprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-08-02-02-02-05.wav
malehappy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-03-02-01-02-05.wav
malefear,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-06-01-01-02-05.wav
malefear,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-06-01-02-02-05.wav
maleangry,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-05-02-02-01-05.wav
malesurprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-08-01-01-02-05.wav
malehappy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-03-02-02-01-05.wav
maleneutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-01-01-01-02-05.wav
malesad,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-04-01-01-02-05.wav
malesad,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-04-02-01-01-05.wav
maledisgust,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-07-01-01-02-05.wav
maledisgust,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-07-01-02-02-05.wav
maledisgust,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-07-02-01-01-05.wav
maleangry,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-05-02-01-02-05.wav
malehappy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-03-01-01-02-05.wav
maleangry,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-05-01-02-02-05.wav
maledisgust,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-07-01-02-01-05.wav
malecalm,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-02-01-02-01-05.wav
malehappy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-03-01-02-02-05.wav
malesad,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-04-02-02-01-05.wav
malecalm,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-02-02-02-02-05.wav
maleneutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-01-01-02-01-05.wav
maledisgust,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-07-02-02-02-05.wav
malesurprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-08-01-02-01-05.wav
malesad,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-04-01-02-02-05.wav
malecalm,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-02-01-01-02-05.wav
malefear,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-06-02-02-02-05.wav
malehappy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-03-02-02-02-05.wav
malesurprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-08-02-02-01-05.wav
malecalm,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-02-02-01-02-05.wav
femalecalm,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-02-01-01-02-06.wav
femalecalm,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-02-02-02-01-06.wav
femaleneutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-01-01-02-02-06.wav
femalefear,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-06-02-02-02-06.wav
femaledisgust,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-07-02-02-02-06.wav
femalesurprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-08-01-01-02-06.wav
femalefear,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-06-01-02-02-06.wav
femaledisgust,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-07-02-01-02-06.wav
femalefear,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-06-02-02-01-06.wav
femalesad,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-04-01-02-02-06.wav
femalefear,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-06-02-01-02-06.wav
femalesurprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-08-01-02-02-06.wav
femalesurprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-08-02-02-01-06.wav
femaleneutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-01-01-01-02-06.wav
femalecalm,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-02-02-01-02-06.wav
femalesad,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-04-02-02-02-06.wav
femaledisgust,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-07-01-02-01-06.wav
femaleneutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-01-01-02-01-06.wav
femalecalm,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-02-02-02-02-06.wav
femalecalm,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-02-01-02-01-06.wav
femalesad,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-04-01-01-01-06.wav
femalefear,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-06-02-01-01-06.wav
femalesurprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-08-01-02-01-06.wav
femaledisgust,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-07-02-02-01-06.wav
femalesurprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-08-02-02-02-06.wav
femaledisgust,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-07-02-01-01-06.wav
femalefear,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-06-01-02-01-06.wav
femaleangry,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-05-01-02-01-06.wav
femalehappy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-03-02-02-02-06.wav
femalesad,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-04-02-01-01-06.wav
femaledisgust,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-07-01-02-02-06.wav
femalefear,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-06-01-01-02-06.wav
femalecalm,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-02-01-01-01-06.wav
femalehappy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-03-02-01-01-06.wav
femaleangry,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-05-02-02-02-06.wav
femaleangry,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-05-01-01-01-06.wav
femalehappy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-03-02-02-01-06.wav
femalesurprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-08-01-01-01-06.wav
femalesad,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-04-02-02-01-06.wav
femalehappy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-03-01-02-01-06.wav
femalecalm,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-02-01-02-02-06.wav
femaleneutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-01-01-01-01-06.wav
femaledisgust,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-07-01-01-01-06.wav
femalefear,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-06-01-01-01-06.wav
femalesurprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-08-02-01-02-06.wav
femaleangry,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-05-02-01-01-06.wav
femalesad,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-04-01-02-01-06.wav
femaleangry,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-05-01-01-02-06.wav
femalesurprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-08-02-01-01-06.wav
femalesad,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-04-02-01-02-06.wav
femalesad,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-04-01-01-02-06.wav
femaleangry,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-05-02-02-01-06.wav
femalehappy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-03-01-01-02-06.wav
femalehappy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-03-01-01-01-06.wav
femaledisgust,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-07-01-01-02-06.wav
femalehappy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-03-01-02-02-06.wav
femalecalm,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-02-02-01-01-06.wav
femalehappy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-03-02-01-02-06.wav
femaleangry,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-05-02-01-02-06.wav
femaleangry,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-05-01-02-02-06.wav
malefear,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-06-02-01-01-07.wav
maleangry,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-05-01-01-02-07.wav
malecalm,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-02-01-01-01-07.wav
malesad,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-04-02-01-02-07.wav
malefear,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-06-01-02-02-07.wav
malesad,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-04-01-02-01-07.wav
malesad,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-04-02-02-02-07.wav
malecalm,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-02-02-01-02-07.wav
maledisgust,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-07-02-01-02-07.wav
malesurprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-08-02-01-01-07.wav
malesurprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-08-01-02-02-07.wav
maleneutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-01-01-01-01-07.wav
malecalm,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-02-01-01-02-07.wav
malesurprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-08-01-01-02-07.wav
maleneutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-01-01-02-01-07.wav
malehappy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-03-02-01-01-07.wav
maleneutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-01-01-01-02-07.wav
malesurprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-08-01-02-01-07.wav
malesurprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-08-02-02-01-07.wav
malecalm,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-02-01-02-01-07.wav
maledisgust,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-07-01-02-01-07.wav
malesurprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-08-02-02-02-07.wav
malehappy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-03-02-01-02-07.wav
malehappy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-03-01-01-01-07.wav
malesad,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-04-01-02-02-07.wav
maleangry,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-05-01-02-01-07.wav
malehappy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-03-02-02-02-07.wav
malefear,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-06-01-01-01-07.wav
malesad,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-04-01-01-02-07.wav
malehappy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-03-01-02-02-07.wav
malefear,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-06-02-02-01-07.wav
malehappy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-03-02-02-01-07.wav
maleangry,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-05-02-01-01-07.wav
malesurprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-08-02-01-02-07.wav
malefear,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-06-02-01-02-07.wav
maleangry,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-05-02-02-02-07.wav
malecalm,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-02-02-02-02-07.wav
malesad,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-04-02-02-01-07.wav
malecalm,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-02-01-02-02-07.wav
malesad,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-04-01-01-01-07.wav
malehappy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-03-01-01-02-07.wav
maledisgust,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-07-02-01-01-07.wav
maledisgust,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-07-01-02-02-07.wav
malecalm,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-02-02-02-01-07.wav
maledisgust,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-07-01-01-02-07.wav
maleangry,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-05-02-02-01-07.wav
maleangry,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-05-01-01-01-07.wav
malecalm,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-02-02-01-01-07.wav
maledisgust,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-07-02-02-01-07.wav
malesurprise,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-08-01-01-01-07.wav
maledisgust,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-07-01-01-01-07.wav
malefear,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-06-02-02-02-07.wav
malehappy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-03-01-02-01-07.wav
maleneutral,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-01-01-02-02-07.wav
malefear,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-06-01-02-01-07.wav
malefear,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-06-01-01-02-07.wav
maleangry,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-05-01-02-02-07.wav
malesad,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-04-02-01-01-07.wav
maledisgust,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-07-02-02-02-07.wav
maleangry,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-05-02-01-02-07.wav
femalecalm,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-02-02-01-02-08.wav
femalecalm,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-02-01-01-02-08.wav
femalefear,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-06-02-02-01-08.wav
femaledisgust,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-07-02-02-02-08.wav
femalecalm,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-02-02-01-01-08.wav
femaleangry,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-05-01-02-02-08.wav
femalecalm,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-02-01-02-02-08.wav
femalecalm,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-02-01-02-01-08.wav
femalehappy,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-03-02-01-01-08.wav
femaledisgust,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-07-01-01-01-08.wav
femaledisgust,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-07-01-02-01-08.wav
femalesad,/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-04-02-01-01-08.wav
